qid,question_text,target
f6d8b3f650ac13372110,Isn't Jewism the ultimate and purest fascism?,1
650d0417a835d59e1d1b,What can be done about the tragic mispronunciation of the word 'jewelry' as jew-la-ry before it becomes the accepted pronunciation?,1
3bcf3b9527d7564471f0,What are 100+ examples of 'Nigerian Ignorance'?,1
97dfbc75b225553133db,Why are most Hollywood actors/actresses such liberal douchebags?,1
1b0d1513dc254e7083a1,"What do you, as an American, think about Liberia wanting to become the 51st US state?",1
281a1b2e9cef32a923a3,Do Indian Muslims want to establish an Islamic caliphate in India?,1
f7ca358bb3a581ff67cf,"A nephew of Donald Trump claimed to be of African-American heritage when applying to Wharton (which accepted him), simply on the basis that he says it was family folklore, even though he had no proof and never took a DNA test. Is this acceptable?",1
54273d4144ec81482d15,"Neither Barreto nor Cordova apologized for their outrageous, hate-based social media rants. They apologized that the rants may have offended some, an admission that they maintain these beliefs. Why does the Republican Congress tolerate this?",1
58142eb47161a8c9b2b5,Do the Pakistanis fuck any Chinese bitches?,1
3ceb4d479d9ca681f3f4,Will the rise of Hindu fascism result in a Nuclear Halocaust?,1
217d62f0d2e74bdb1ed4,Are Indian startups for real or a big fat fake story?,1
293cd14f32d917cf011c,"How come so many Quora questions sound as though they are coming from machiavellian, insightless, social engineer manipulation types?",1
e210b99718c48165ada1,"In crowded buses or queues, how can I stop women (feminazis) from wrongly accusing me to gain publicity or sympathy?",1
e9a05b7b28975de4b099,"Is it racist that those who support ""socially aware"" political systems primarily use northern European/Scandinavian systems as their model? Where are the pacifist Exemplars of Color?",1
038df4cdb4cd00972605,"Can I get someone trustworthy living in Canada? If yes, how?",1
0fba62a5fa94cc331a38,Why is everyone on here such a loser. why do you people insist on giving advice? Why dont you all shut the fuck up?,1
b396b675af3db71fe0ca,Does the president of Belgium Macaron eat macarons the food?,1
19979f0b468e150ecc26,How would you react knowing your son masturbate thinking of you? Will you feel bad if you learn your son had seen you having sex and wants more of it?,1
d063bf708b7ac6d314d1,"If Cohen did go to Prague to meet Kremlin officials on behalf of Trump, wouldn’t that bring down Trump, knowing that Cohen will likely flip?",1
e7618ea9f6f743a48c2a,Do BJP supporters believe in the security of an Electronic Voting Machine like they believe in God?,1
06f7e73dce7e546a1335,Is having sex with a non-virgin woman gay?,1
7329831a3db4dd0daad2,Sanji ram wanted no bakerwal to graze the lands he wanted Hindus to be given land for grazing? Are Muslim safe in India to what extent?,1
da3a31ccba0c37d9db66,Does the recent finding that women are on average more intelligent than men also hold true for Oriental populations? Is the myth that Chinese and Japanese women are brighter than the average British male actually true?,1
1dc00602f1ccf54f426f,"Why does Trump believe everything that Putin tells him? Is he a communist, or plain stupid?",1
349de579a43156f46542,"What is the best way to put predator Markandey Katju, who didn’t even spare his daughter Vandana Katju, behind bars?",1
985a39d8c97bd80228d2,"Why do believers in god, regardless of religion, not understand that the burden to provide evidence that a god exists lies with them?",1
6eaed1b27a13e877cc09,"When will Indians realise that Swachh Bharat Abhiyan is a sham, and the only effective thing in it is the tax?",1
af13cdba9d2ace360b00,Why do Muslims hesitate to debate on the prophet Mohammed?,1
604a98d4fc04a15bdeeb,How long will the US Supreme Court wrongly assert that same-sex marriage is protected by the Constitution?,1
d7452445f30877624923,Quora is more like a forum for people to chat rather than teach?,1
e85ea491296f17352444,Did Florida pass their ludicrous new gun law yet?,1
8dc33aa04bb04e910e94,"Is the USA sinking with its own weight rather than because of ""shit-hole countries"" or Muslims?",1
9ba24b2b244ff2142fb2,Is it possible that the US' whole mighty army is fake as the US can only be good at bombing those small countries who have no weapons to fight back against the US?,1
004fe090e74b01f0e08a,Why are men still hung up on being the initiator or pursuer with dating when that just sounds like a creepy way of viewing women as prey in the animal kingdom?,1
c77f485acda967c3acf1,Why are Democrats so soft on Islamic extremism?,1
2cd21ccf70d3b8200efd,How can girls be so dumb? Justin Bieber is a horrible person and they are still obsessed…ffs?,1
3d7d7cf08dacd9024187,Why are devout true Christians like Obama so much better than atheists like Donald Trump?,1
d8cc15aa12ca1ba7bcdc,Is the only silver lining of Donald Trump's presidency revealing how many racists there are in the United States?,1
ee180333ffb07958eb7f,Do American people have the freedom to go shopping without being shot?,1
fed318c1b84f08d8dfdc,Is Hindi the language of the poor in India?,1
451ba17cb76243d16f9b,Why did my dad fuck my dog yesterday on top of my friend nate?,1
9ca14596b7d351a9659c,Why has feminism ruined men?,1
09ac719efc8751ddf8a2,Why is Trump letting the evil Iranians to keep the bad deal made by President Obama?,1
8e5b8e83832552eb4844,All over the Globe its a common suggestion that never trust a Muslim. Why are Muslims hated like cancer the world over?,1
d26192575fab71c04200,Do Americans hate Apple because it was founded by a Zen Buddhist who was Steve Jobs?,1
559e685544b9dbfcbe7b,"Since Mr. Trump didn't want to talk about the ""Arpaio Pardon"" right up until he granted it, what does the fact that Mr. Trump doesn't want to talk about a ""Flynn Pardon"" (right now) seem to indicate?",1
92a16846bd6dd678c906,Is Kuala Lumpur a “place you do not want to be” compared to Singapore?,1
35f07918a34f51e71ba7,A trans forum I frequent gives you the option to chat. There was this trans woman who was contemplating transition and asked if she looked cute. She looks like John Travolta in a wig. Should I tell her for her own safety or should I invent a lie?,1
f05d2d941d06102e8bdf,Does mixed girl have the best pussy?,1
ddaf9243187c1808c382,Is lobotomy a good treatment for transgenderism?,1
00d01b6d31491bf7b2c8,When do you say “enough lies” to Trump? He lies like he breathes.,1
7a8ac7bf42221d5c547e,"When will conservative lawmakers and their cohorts finally realize that Trump is a dumpster fire president, as well as a lying, vindictive, shallow con artist with seemingly no sense of decency or mental fortitude?",1
10c35f5bf8a689f757c8,Who has caused more American deaths: Osama Bin Laden through promoting terrorism or the US gun lobby through effective advocacy against gun control?,1
3ec549409076a619cc61,Whola you are so ugly? State up.,1
9c9ce0dba6641c64c46c,Do you pay to win awards or to be nominated at 53rd Academy of Country Music Awards like you do with the Oscars?,1
b8a1fb76579b018fd94a,Do gays really eat poo-poo? I saw it mentioned in a YouTube video.,1
f43e4546318105bd6be6,The native Indian Americans are the only people indginoues to the United States because they are aboriginals. Why do European Americans say the Native Indian Americans are not native to the United States when they are?,1
43982bd0fccabcf0efb6,Will Donald Trump deport Melania Trump?,1
de05f18febee82645b86,What is the formula of finding retardation?,1
bfab39559264a10a2049,"What is the percentage of women cheating on husbands among Hindus, Muslims, Christians, Sikhs and other religions?",1
405aa6fe992cc5ce6bac,Does Canada have the same white supremacy entitlement mentality toward immigration as Australia and the US do?,1
1ffc7202aa252158951f,Why hasn't democracy been digitalized? Are they just slow or is it borderline conspiracy sh*t? Because I feel like voting demographics would drastically change if you could vote via ex. Face ID and interact with your government directly online.,1
762b53187b661bff0e85,"Why does Chinese, Japanese and Korean people does look down on people of other race?",1
faf06e762cf479dbc709,"Why do Christians, Muslims and Jews all dislike each other despite having common Abrahamic religions?",1
559149fa069664a1f6d6,Do liberals realize that regions with stricter gun control often have higher levels of gun violence? Google it.,1
ef6c9f85ba3d57437a81,Why does Mark Zuckerberg look like he has no soul?,1
e145ae36f80dcc7ea1a3,"If you were to put all Trump haters on a small island, how quickly would they turn on each other?",1
bcf1bbe379d5e4d8d944,What should I do because I am the dumbest girl on the planet?,1
01907134c36bdba3f49e,Why do you see few socially awkward black people?,1
2fbe039007ceff4c8d0b,Is it hypocritical for Jews to insist on having Western countries take in Muslim refugees while not demanding that Israel do the same thing?,1
f9db27b54b1f1a4dba58,"Why do Japanese men never trim or shave their pubes? I realized this when I visited the onsen in Japan. I trim mine, so it was pretty awkward there.",1
7a522734ca90a40b96a3,"In order to fix racial equality, do ethnic minorities have to hate themselves or be conservative?",1
7607c1f867f2de316999,Why do people reference karma rather than addressing an inequity? Don't they realize that it is a strong indicator that they are a weak person?,1
a1ff3ff0cb4bc092f317,Does a fuchsia T-shirt look gay for men?,1
efb7011f0f4c97e19166,Are Christians really discriminated in the U.S? Or is it just more right-wing bullshit?,1
9da51d10d8af7b055d4d,Why don't Hindu women eat beef even though Indian women suffer from malnutrition and anemia?,1
66e3ba1c3b56b97ac7cd,Why do many girls pretend to be dumb and act sweet and innocent like they don't know anything but it's exactly the opposite?,1
c66eb0bbdddd7850f2a2,"When China invaded Tibet, why didn’t any nation step in to defend it?",1
784dd91fbeb05b3d9967,Why sergio ramos is considered good where he is the most inhuman player?,1
aa941457fda461ef6611,"Why have people of West Bengal, Orissa, Maharashtra and Punjab have accepted Hindi as their mother tongue ?",1
742b25ece64623c7c939,Why do British people swear so much?,1
7e1fd1e0ce1fa24f92da,Has anyone fucked his sister?,1
9b9596998338750b1d2a,Do all Vietnamese hate South Vietnamese soldiers?,1
c034d8aa49b3522b5574,Why do gun control advocates have a problem with gun manufacturers lobbying for the American people’s right to self-defense?,1
a54a132c85f144aa5d2c,What’s a black person I’ve never seen anyone who appears to be black can someone answer?,1
9d4dc02c1debfdc4207c,Why am I turned on by rape?,1
a6c496ae6be548e8a6d0,Why does Boys always double date girls?,1
ae18bff4fdb3f540f5a0,Where can I get real weed/marijuana?,1
cac89be84a3654abe749,Was the Soviet propaganda machine capable of creating or encouraging the global warming hysteria in the late 1980’s? How might they have benefited from it?,1
3dab69e125fb3d4b234f,Is the politically-incorrect reason to why Asians are underrepresented in Western media simply because most white people think Asians are ugly?,1
3b88e31820dbb79d832e,"Why is it that of four fallen in Niger, only the black one's relatives think they deserve special consideration?",1
759f1bd436d06890ce43,"Is it okay to say something true, although it's a bit racist or sexist? For example, ""There are more black people committing crimes than white people at any given point of time,"" or, ""It's easy for girls as all they have to do is marry a rich man.""",1
5c926f8b26cd58a7f22f,"God commanded I castrate myself, how can I perform this self surgery?",1
cd4c2370c09fd691f0fd,Why do people mostly girls like getting on their tippy toes?,1
da967d89a2826d170e20,Is it ok to cuddle with sister? Me and my cousin brother cuddled with sister and nearly had sex with her.,1
1374e1a371b5ba2bffb8,"To avoid another Obama, now that we control all branches of gov, should the GOP try to amend the constitution allowing only white POTUS?",1
e7c04f1460f5e839e658,"If someone offered you a million dollars to have sex with your own mother, would you do it?",1
bf9ac79511c24a52df50,How would you makeover Donald Trump so that he wouldn't be the target of so many cruel jokes about his looks?,1
a189ea374aa408640b9f,Are the south Indian scholars more casteist than north Indian scholars?,1
25cc1347ffbe3e20cb4c,"So what is the BIG NEWS from the Bannon/Trump book, I have been watching FOX NEWS for a while now an all I hear about is how it is mostly lies, bannon is an ungratful, back stabbing douche bag? What is all the fuss?",1
51fe6e9690d5db45bcdf,Are Indian actors buffoons?,1
adca53eb76333ca0161f,Why Indian people wants to look into others phone?,1
81f606d942610ab8b90c,"WHY do people BELIEVE in BASELESS, AND UNPROVEN THEORIES LIKE (the GLOBE EARTH THEORY) INSTEAD of PROVEN FACTS, AND EXPERIMENTS CONDUCTED with the FLAT EARTH?",1
4d0b1c18e4dd28387859,Why is today's society so full of SJW crybabies?,1
5cc3397594e92836da6d,Why do psychopaths enjoy raping insects?,1
b59e7c0cf4e54aede7eb,How does Xi Jinping fabricate his academic credential?,1
c2285fca19f1c7365c90,Why do white people posses the most destructive weapons on earth?,1
a7f7965cc9cbf2eb2bd3,"If a feminist talks about men's issues, are they legitimately concerned or just virtue signaling?",1
f7cf87272c9cfde210cc,"Where do gun rights advocates get this insane idea that bearing arms is a ""God-given right""?",1
7febc76c9c28f663678a,Is it strange for a grown man to sleep next to his 13 year old daughter wearing nothing but his underwear?,1
7a52d92611cb5ed331e8,Will Narendra Modi or any his supporter reply why Mukesh Ambani imported Chinese 4G smartphone brand JIO to sell in India thus Modi &Ambani made to whom Fool or Modi &Ambani themselves are Damfool?,1
1762cd5b987ef142d8c9,"How do straight, white, Christian Republicans feel about the fact that the future is non binary, brown, atheist, and socialist?",1
8822e213ab0384811d21,Why are BDS interns so rude to their juniors?,1
04279470c6586ab7278a,Will MS. Clinton and Obama be tried separately?,1
5b3fb30e188bad6db1f2,Why is it not ok to be white?,1
50ae455336b710409f2d,"Do you find it funny that Obama voters were angry that conservatives couldn't find one good thing to say about him, but then act the same with Trump?",1
037a3a7855271d90055d,"Do white women like it when dark-skinned men won't date women of his own kind and only likes to date women with ""milky white skin""?",1
ace5d233295f13d6b222,Who says signing a contract get your business a better deal on internet and voice?,1
20c7e4ff8a5951bdfd2b,How cold hearted are the Mcann when they sold Maddie to a pedophile?,1
2fe255cc7ed494775ac3,Why do Kurdish people walk on their fours and cant walk upright?,1
952aaa4a16f46bcabf06,Why is Chamarendar gay?,1
3a1fa3f8320b4dd53da7,Why do boys use girls only for sex?,1
a47d50292a816d885881,Why do some Modi bhakts appear poor in the history of pre & post independent India?,1
b4bc88e882e065880a28,Did Pakistanis always interbreed?,1
4625f75efc0c4364e2b3,Can a man truly not cheat?,1
3e922ddc3ffcd89af345,"By persecuting Britain First and other such groups, have the UK government actually made them more famous and garnered sympathy for them from the public for their right to free speech?",1
42622eae1eb1ec964cba,"Did you notice that the female Quora users are increasing, as if they are coming right from Facebook?",1
c70beae02ad4b67df16a,"Why Arab Muslim avoid mixing with Pakistani, Bangladeshi and Indian Muslim? Why they treat them as second class Muslim?",1
bf7f1d683984de132f52,What would be the top 5 reasons why Karnataka should secede from the Indian Union?,1
ce4477a3eef4ba0a94f5,Are red headed Western women more prone to fatness than Asian females?,1
a2d9f8aa04682be27a1c,How would Supergirl from the Arrowverse react if she was just walking along and started to have an intense orgasm (and was still a virgin)?,1
dcba3520891a44cfde94,Why do white majority nations and only white majority nations need diversity?,1
273315dce988485c00a4,Where does the stereotype that Iranian women in the US are gold diggers come from?,1
fcfa8c960ea1886aaf63,Where can I get weed in Alaska?,1
ef49bbf57392c83a10e9,Is there mom son sex in India?,1
cbf35b0640d4ffd5b43d,"Why are men of India (except Punjab, Haryana and Rajasthan) are so feminine and passive?",1
8aa45cf585651cedd2b1,Who gets ownership rights to the self driving car that struck and killed the woman in Arizona? Will it be stored in a museum later on to be made an example of?,1
12a9a77e8455e231ca8f,Do Europeans take a dump every 3 days unlike Asians because of their less spicy food?,1
5449205c78d5422b45e5,What is the problem with Pakistani people?,1
79b9484dbaf945a934f7,Why do the French people hate the English language more than anyone?,1
9a6794d7e6aa22e2bab3,"Why did the Obama Justice Department decide under ""extraordinary circumstances"" to let Natalia Veselnitskaya enter the country without a visa?",1
6d181b43e1baacff68e1,Are Asian women generally more “relaxed” about consented sexual activities and sex?,1
449d983261f8aff4d7ce,"I have observed the girls and women at public places do not seem to resist the intentional soft touch or body contact. Do they seem to enjoy this activity, or are they exhibiting tolerant behaviour?",1
02ec57aeeda8e9d55d13,Which country needs Hitler?,1
e4549af61fc361580d27,"Have Muslims converted from Sunni to Shia or Shia to Sunni? And if so, what usually happens? Are they rejected by family or subject to death threats?",1
21b84d1b0bbd35bb0495,What is a woman? How can you identify them nowadays?,1
71a3c11ec60a5b590113,Why? Can't white pple leave racism alone,1
ef074d4795c2bd8d9f50,Are Kazakhstan people all mongloid?,1
e341f47536b73fcfce93,"I don't get how the religious groups are so far removed from Government and law, this is not right or fair, . Where's the moral compass that missing from society, .Its wrong on every level don't you think so ,.Please Amen.?",1
1f5573fb5c288149b12d,How can an inventor make money with Kickstarter and beyond when there are so many Chinese copycat?,1
ae201bb0cc4d7fec80f9,When women abort a child for whatever reason do they feel guilty thereafter or it's just like defecating?,1
2472b1949bb5bcfc3213,"What is more hot, a hot man or a hot woman?",1
b36413f06a0e67dbd656,Why do Jewish public figureheads support black or colored anti-semites like Farrakhan and Ellison while everyone jumps in to condemn a white anti-semite? Isn't bigotry not supposed to be tolerable to anyone?,1
f0fa93e6190239ba6611,"Compared to other consumer products, firearms are relatively safe, and when properly used they are just as safe. Given their popularity and constitutional protection, by what logic would one want to control or ban them?",1
68e28bcc43092c216d3b,Why does the Queen invite violent criminals to hang out at the palace?,1
97782b058bd9cc109c26,Why does Puerto Rico think that the US taxpayer can hold their hand forever?,1
b42fc5a396157a3abde2,"Why did a ""blind recruitment"" trial which aimed to boost female hiring have the opposite effect?",1
4212c6b8448b58afc240,Why do smart people buy into the Bible and the whole life after death nonsense?,1
1a015d0e2337db249868,"Do Republicans still really believe that Clinton committed all the crimes of which she has been accused, or is this just irrational bigotry?",1
690618ba6d1d12c73a36,Do most people hate women?,1
92b7e837bc65d8d924b1,"Why do people born and reared in Ireland pretend they are not Irish, surely you are American or English or Irish or whatever, it is not something you can change like a shirt?",1
7c7a431c2d8ec778eb81,Could nuclear weapons be used to solve overpopulation? Why or why not?,1
5ff0642aaeaa45a05a72,"If American Jews are angry on how Israel deals with the Palestinians, then why aren't they demanding the American government apologize for the civilians they killed?",1
f1d97a142d9533feb8e7,"Is there some Hebrew song which I could use to celebrate a ""stupidity"" of some f*cking Nazi and semitic people here in my home country Slovakia?",1
71bc6d430b4bddacf737,Why do woman flake on men?,1
40ada7a1186b6d7b9d7e,"What am I sposed to be asking. Sorry, I'm a Luddite and I don't know what I'm supposed to write on blank forms.?",1
48b73c4c3d0d6eadc60b,How is it physically possible for an adult male to rape a child?,1
5f6c717636e059969064,How real it's that every man born of a woman is a sinner?,1
7197584bdf78efc46ba7,"Is trolling wrong, or is it a socially important method of exposing hatred and bias?",1
6b636502360b106a5fcd,Tigers and lions are kept in cages at zoos to keep the public safe 'before' any attack. Why can't we apply the same logic to Islamic extremists?,1
4bb71a99fe3c49bd4363,What must Nepal do to get rid of Indian interference?,1
d88f2f26a1d16c420d63,Why does Trump try to protect us against terrorists instead of 40K/yr highway deaths that mostly could be prevented?,1
e53329c74aca68783a01,Did Steve Jobs have AIDS?,1
025462bed9787447b450,How could America continue to slap on Russia's face when the Soviet Union even destroyed itself to please the Americans? How could Russia still try to please the Americans while they continue to slap on Russia's face?,1
0412f0fff7db9f6d8234,"Clearly, technically, Trump is not a moron, but could he be described as a case of arrested development?",1
9fd4837582b6578669e4,I just love watching my mom having sex with my friends at home. Should I continue to encourage my friends or not?,1
77d797531f7c5b806757,Why Indians are such greedy people for money?,1
2538ea9a7654335bffa3,Will Oli and his supporters end up making Nepal a Chinese colony totally just because of their hate against Indian immigrants?,1
8bd941823ef1401e6eac,Why is Donald Trump starting to sound more and more like Putin's female Dog?,1
5b653f8566aba74da71e,"Does anyone think it's a good idea to have transgender people in the military, their suicide rate is so high?",1
5f371b63845605ab68c5,"My friend won't date me, and I'm black. Why is she such a racist?",1
1575e5590a005c6be22b,Why are Black Africans and Black women globally viewed as prostitutes?,1
bd38623c3804f5497e6d,"Michael Eric Dyson says he feels that black people are treated unjustly because they are lumped together as a group, but he then calls Jordan Peterson a ""mean mad white man."" How can he be such a hypocrite?",1
0ec2485122f238f0fc8a,Why do Americans in 2018 get shocked when they meet a white person from any African country is there history in their country?,1
494a589a55c91001ee1a,Why was Allah demanding 60 times prayer a day by Muslim? Is this not show psycho characteristic of Allah?,1
33a05c656f034ac65a3f,Aries men are they insecure as mine never initiates contact yet we always meet and he is so lovely to me. He is an April Aries. We have only recently started dating but we get on great. Please help Aries men?,1
bc0fc72f2ae379d65dcc,Do you intelligent people find it impressive or annoying when someone who they know is less intelligent than them starts using bigger vocabulary?,1
24916aae27ad76c50d34,What do the KKK have to do with the animal mutilate cases? Could this be a government agenda of confusion?,1
d80e67298b94304dce6f,Why are rapists are not hanged in public?,1
a943024ca8a1656e5788,Why are the undereducated people that overwhelmingly voted for President Obama held in higher regard by the left than the undereducated Trump voters?,1
079143fbd4cb526a3187,How does your vagina look like?,1
b487829e2b134276f41a,Do Evangelical Christians like all pedophiles or only the pedophiles who are members of the Republican party?,1
adac90137081f7f2abd6,Why do Shias not celebrate Eid Al-Fitr?,1
ad2401217dfdf64aed65,Are Chinese a superior or an inferior race?,1
7c8be2bd155e6abc4ca5,Do Brits hate EU nationals living in Britain?,1
22ec4cdf07e047407989,I watched this video and I got confusedIt is true that African women are cheap?,1
9e95cd3fbd86be883a33,Why is Quora becoming so Anti-Islam and Islamophobic?,1
9623a3a8dc9e97f63b59,Does Hongkong people look down on people who use Mandarin Chinese?,1
6d92d16ae8e20dc7e7f1,"Innocent children die of cancer every day, but the barbaric evil Quora moderator live. Is this the ultimate irrefutable evidence against the existence of a diety?",1
03cfad635fcc94b3a1c1,How did Xi Jinping took years and all kind of dirty methods to kill all his enemies and make himself as a dictator in China?,1
b0e0a52108e11bdeed9e,Why are violence and massacres acceptable to Americans so long as they are not carried out with a Kalashnikov type weapon?,1
183ce1cab0d67abaa5e4,"Why are dishonest/untrustworthy persons or companies more successful in their fields than ethical ones? For example, US President Trump and Facebook concludes that honesty is not a good policy after all.",1
e042b96cc82159789085,Is it fair to say that all Muslims are not terrorists but most of the terrorists are Muslims?,1
5e9348ff4ee14b8cf1f8,Why are Mormons so conservative when Joseph Smith was clearly a staunch liberal for that time period?,1
af4f30914affe8eeffec,Why is Quora full of stupid hypothetical questions and insane childish loophole exploitation answer?,1
78880fd2946179a1637c,"Considering that Donald Trump is on the verge of erectile dysfunction, do you think he will make a better president than Bill Clinton?",1
60e7c6b526768c9c507f,Who is the biological father of Stephen Hawking's children?,1
b0f43349d893ce6864ab,What stops an atheist from lying?,1
3283fe0209b5fd23b994,Why don't AAP volunteers on Quora mass report rational users like Balaji who are criticizing AAP & praising BJP?,1
205d65b1dc0c8621f7cf,Are atheists well potty trained?,1
9d2bc1292e849aa687e8,How True is it that Girls under 25 Have Salty Nipples But Girls over 25 Have Sweet Ones?,1
24e6346c5a09d214c977,Why did God send me to earth in the 21st century and not in the 12th century?,1
47ef8fbf9aa11b91b1a6,I'm a Turk moving to Germany. What's the best place to avoid contact with Germans and only have Turkish company?,1
f87083de7a116f0bfdc8,Why are Ayurvedic doctors so non-creative that they have no other options than to make false claims to make a living?,1
7d218c4f9845983fdd23,Why is Autism shutdown lesser known than Meltdown?,1
55b09fe452d1e09ffc82,Has Prince Harry betrayed the European royalty with marriage to a black divorcee?,1
29064cfc1ced61f02e4d,"How would you stop child trafficking for profit in England knowing child trafficking in England is carried out by an English SS & Police & Family courts & cafcass & Forster agencies, is there a way of stopping them ?",1
38a32190835eda775f54,"How can Trumpists support a man who publicly derides ""liberals"" (needing to unite his side behind a common enemy) then fails to see he wants them to hate more than half of the US population, their neighbors, families, and friends?",1
b02917522663d9e3b8e9,Did the Israelis know the USS Liberty was an American ship?,1
b001ef7298b82c9d64c0,Are scorpio people lazy specially men?,1
a64f13edbde8fab4c81c,Why are Hindus so violent against Christians and Muslims in India?,1
94dae34a06a2db66e973,What percentage of accidents happen because of women driver?,1
a46a0cf99f40098942ec,Why do Democrat women like to pretend that Melania Trump is not inspiring?,1
b3a558c6a832c3fff969,Should the government sterilize every person diagnosed with borderline personality disorder?,1
c41185cb7a640a29fabf,Can you give me more useful information about car lots in Houston?,1
5f6285502cf7f6364dff,Why is Germany and Sweden and others tolerating this immigrant rape epidemic?,1
fc16d2e1daa8a6ec54dc,Why women single?,1
b7c684dc6fd0e10e3367,Why do people say trump divided America when it was Obama's race baiting and refusal to call blm the terrorist group that it is?,1
27f1941a7d7ca1471db7,Why do Indian courts no longer have jury?,1
8fa2f840929ba770fca0,Why Amritdhari Sikhs are impractical?,1
7a55c664e98b9d286d72,Why are contemporary Chinese so anxious?,1
62194c508d37611f9082,"What kind of views do young (contemporary) Indians have in regards to Satya Sai Baba, including several other babas?",1
edfaceb97da535070229,"Do blacks, browns and people of color feel 'honored' when a white person sits next to them on a partially full bus with a few empty seats?",1
55c912bc63b5a6403e95,Quora is awesome! Who agrees? Yay for the existence of Quora! :D,1
a26ff3b989a894b05cd9,"Why do people in America prefer to work for money instead of having a quality of life, as in Europe?",1
263f363cda89cd333871,What is the mood in the Republican Party after the health care plan fiasco on March 24? What is Trump's state of mind?,1
e20fba0679ead51d2a68,Why does China like to make invasion threats?,1
fcf1a1184ab0a8d4b70d,Don't Muslims get tired answering so many questions targeting their religion(Many are even framed in such strange ways)?,1
fa54666f95e0b30f6985,Why do Muslim women think wearing a hijab stops men from sexually harassing them?,1
7e310fb4b9720bc903d8,Why do transexual women become sex objects?,1
858a5c7c3bec3f40a43e,Pastors why do Mormons always attack people who follow Jesus and say you are attacking my beliefs when you are not! Why do Mormons do it?,1
11075401f27d32911928,"How can Trump, AKA “Trooper Bone Spur”, expect people to believe that he would go in unarmed to stop the recent shooting, or any school shooting?",1
7a4e34c5c9548fe1d578,How can I explain to my mom that is okay to have a safe sexual relationship with me? Help me with reasonable answers.,1
25a48786fa2d6465b86d,Are uncircumcised men less likely to rape due to their glans being more delicate and thus easily damaged if there is no lubrication?,1
25f0659da32c98994d5a,"Do you think that Spanish/Portuguese/Catalan seem like the ""less educated"" versions of Latin (maybe French)? They don't seem as ""sophisticated"".",1
de77743794b726d3b81a,What do conservatives think of the claim that the Nazis were somehow conservative?,1
f211e6402d57f58c412d,Do conservatives generally have lower IQs than progressives?,1
9ec833c15749fc789a55,Why don't Muslims engage with reformers like Imam Tawhidi to liberalize Islam?,1
7d9e9b0544da45b60b9d,Why do some people of Eastern African descent have a breath odour similar to fermented corn?,1
e8d4f09c9791fb6ebf38,"Am I the only one that is flat out embarrassed by the way Paul Ryan, Mitch McConnell, Pence and all the other GOP twits blatantly suck up to Trump?",1
6db06700e069114ee6dd,Why are US cops beating innocent disabled etc with no apparent punishment ? Don't make the answer racial. I want to discuss the system checks and balances . Can't federal government make it a federal crime and arrest those individual cops using FBI?,1
4ce7cf8b8050f2cbee94,Who is the Indian Pakodaman (according to the PM’s statement)?,1
18d68287e8dab5435afc,Why do some Japanese think they are superior to Han Chinese?,1
a60a24528a6e8a091a1d,"Why do Muslim women cover their hair as a sign of modesty, and yet wear a lot of make-up ? I'm not asking to be contentious, I'm genuinely interested in what I see as a disparity",1
d4b8e16c3da7a9f94d90,When will Earth become a part of Pakistan?,1
48c8047523dca4055ef9,What a bit of shit is Chinese flag?,1
eda26c15f9168a0f7153,"California is almost completely controlled by the Democratic party - why do they continue to tolerate such enormous inequality and poverty (when adjusted for cost of living, taxes/transfers, etc)?",1
11899aabdf8706bb05fb,Do you want to get fooled by Modi again? Answer honestly. Why or why not?,1
db9e323c3c66c3d1967e,"Why do people take delight in seeing people who they disagree with suffer? What is there to gain from enjoying the *opposing political party's tears*, or saying the disagreeing ""tards"" are mentally ill?",1
a089139f0c5ff664858c,Why has feminism gone from fighting for equality to a fight to destroy men?,1
67d6455b694af80cfbf6,"The first wife of Muhammad (PBUH) was a trader and an independent woman in pre-Islamic Arab, so why do Muslim scholars insist that women had no rights pre-Islam?",1
390fb9789eadbe3c6967,Why do some people think that Indians have ruined Quora?,1
f2ee0dc505b1b74c7273,Why isn’t there a white history month?,1
826546ab6cf1d73a11b7,Why are police officers in the US more violent than most other country’s officers?,1
0d91496c0fdb135fe640,You know that sound that Squidward makes when he walks? Does he make that sound when he jerks off?,1
e8d9fb21792bcad3eb5d,Why doesn't Trump get fired for excessive days off (golf) and excessive expenses (more in his first year than any other president over thier entire terms) get fired by his boss (American citizens)?,1
00a582071080999b4e2f,"So let me get this straight: Obama and Hillary give $147 billion to Iran and OKed Russia taking 20% of US nuclear materials, then her husband makes a deal for $145 million gift to Clinton foundation, but the DNC and media accuse Trump of collusion?",1
5614716981a06c304d86,Can a US President salute his genitals?,1
8f992a97e0a6de6ca123,Why does the dark side make people look like my shrivelled up ballsack?,1
bc22002d75c3c8ca1e2c,Will Americans stop Trump? He and his team are testing to see if we will allow him total control with his recent team’s talk about shooting Comey and pardoning himself. Have we lost our mental compass allowing his road to dictatorship to continue?,1
32b5c22d223b5c64d01a,"Why do Britons I met in Russia speak ugly Abracadabra, and should I call it an advanced language?",1
9ec1c169b1d194cbd8e4,"How come some European and most South American cultures considered passionate, while others aren't?",1
c60c218ec374b85490b6,How long could someone live eating only boogers?,1
907ed9078aa7ad3679ec,What can I do about mom getting upset because of me confessing that I fancy her?,1
